# tag	id	type	category	cat2_cntr	cat2_text	cmd	icon	name	desc
1	0	-1	1	1	-2	Sit/Stand	icon.action001	"Toggle Sit/Stand. (/sit, /stand)"	sitstand
1	1055	-1	5	40	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Clarity	icon.action117	Temporarily decreases the target's MP consumption of skills. Consumes Spirit Ore.	skill7002
1	1056	-1	5	40	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Empower	icon.action113	Increases M. Atk. power temporarily.	skill7002
1	1057	-1	5	36	"14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Wild Magic	icon.action114	Temporarily increases the critical rate of damage attack magic.	skill7002
1	1058	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Death Whisper	icon.action115	Temporarily increases the critical attack power.	skill7002
1	1059	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Focus	icon.action116	Temporarily increases the probability of critical attack.	skill7002
1	1060	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Guidance	icon.action117	Temporarily increases Accuracy.	skill7002
1	1061	-1	4	2	"16044|16045"	Death Blow	icon.action113	Awakens a hidden ability to inflict a powerful attack on the enemy. Requires application of the Awakening skill.	skill7002
1	1062	-1	4	1	16044	Double Attack	icon.action114	Rapidly attacks the enemy twice.	skill7002
1	1063	-1	4	1	16044	Spin Attack	icon.action115	Inflicts shock and damage to the enemy at the same time with a powerful spin attack.	skill7002
1	1064	-1	4	1	16044	Meteor Shower	icon.action116	Attacks nearby enemies with a doll heap attack.	skill7002
1	1065	-1	4	4	"16043|16044|16045|16046"	Awakening	icon.action117	Awakens a hidden ability.	skill7002
1	1066	-1	4	2	"16043|16051"	Thunder Bolt	icon.action113	Attacks the enemy with the power of thunder.	skill7002
1	1067	-1	4	2	"16043|16051"	Flash	icon.action114	Inflicts a swift magic attack upon contacted enemies nearby.	skill7002
1	1068	-1	4	2	"16043|16051"	Lightning Wave	icon.action115	Attacks nearby enemies with the power of lightning.	skill7002
1	1069	-1	4	2	"16043|16046"	Flare	icon.action116	Awakens a hidden ability to inflict a powerful attack on the enemy. Requires application of the Awakening skill.	skill7002
1	1070	-1	4	8	"16045|16046|16034|16035|16036|16051|16052|16053"	Buff Control	icon.action113	Controls to prevent a buff upon the master. Lasts for 5 minutes.	skill7002
1	1071	-1	5	2	"14916|14917"	Power Striker	icon.action111	Powerfully attacks the target.	skill7002
1	1072	-1	4	1	16052	Piercing Attack	icon.action114	Inflicts a powerful attack that appears to pierce the target.	skill7002
1	1073	-1	4	1	16052	Whirlwind	icon.action115	Attacks nearby enemies by spinning your own body like a whirlwind.	skill7002
1	1074	-1	4	1	16052	Lance Smash	icon.action116	Attacks a front-line enemy with a powerful lance thrust.	skill7002
1	1075	-1	4	1	16052	Battle Cry	icon.action117	Shouts a victory cry that increases your abilities.	skill7002
1	1076	-1	4	1	16053	Power Smash	icon.action114	Inflicts a powerful attack on the target.	skill7002
1	1077	-1	4	1	16053	Energy Burst	icon.action115	"Gathers energy into your body, then releases it in a destructive blast."	skill7002
1	1078	-1	4	1	16053	Shock Wave	icon.action116	Hits enemies with a powerful wave of force.	skill7002
1	1079	-1	4	1	16053	Howl	icon.action117	Emits a loud roar that amplifies your abilities.	skill7002
1	1080	-1	5	1	14918	Phoenix Rush	icon.action108	Charges toward the enemy and inflicts damage.	skill7002
1	1081	-1	5	1	14918	Phoenix Cleanse	icon.action109	Cancels the target's de-buff.	skill7002
1	1082	-1	5	1	14918	Phoenix Flame Feather	icon.action105	Emits a spread of ring-shaped flames.	skill7002
1	1083	-1	5	1	14918	Phoenix Flame Beak	icon.action111	Attacks the enemy with a powerful flaming beak.	skill7002
1	1084	-1	4	3	"16051|16052|16053"	Switch State	icon.action105	Toggles you between Attack and Support modes.	skill7002
1	1086	-1	5	33	"14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Cancel	icon.action109	Cancels more than one of the enemy's buffs.	skill7002
1	1087	-1	5	37	"14799|14800|14801|14802|14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Dark Claw	icon.action105	Decreases the enemy's Dark attribute by 25.	skill7002
1	1088	-1	5	35	"14801|14802|14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Fatal Claw	icon.action105	Aims at the enemy's vital spot.	skill7002
1	1089	-1	4	1	16067	Tail Strike	icon.action111	Strike multiple enemies at the front with the tail.	skill7002
1	1090	-1	4	1	16068	Strider Bite	icon.action111	Bites the enemies at the front.	skill7002
1	1091	-1	4	1	16068	Strider Fear	icon.action109	Causes nearby enemies to flee in fear.	skill7002
1	1092	-1	4	1	16068	Strider Dash	icon.action108	Increases your speed.	skill7002
1	1093	-1	4	1	16071	Maguen Strike	icon.action111	Attacks the target with a chance to decrease target's speed.	skill7002
1	1094	-1	4	1	16071	Maguen Wind Walk	icon.action108	Greatly increases its master's speed.	skill7002
1	1095	-1	4	1	16072	Maguen Power Strike	icon.action111	Attacks the target with a chance to decrease target's speed.	skill7002
1	1096	-1	4	1	16072	Elite Maguen Wind Walk	icon.action108	Increases the speed of its master and their party.	skill7002
1	1097	-1	4	1	16071	Maguen Return	icon.action117	Teleports its master to the Seed of Annihilation.	skill7002
1	1098	-1	4	1	16072	Maguen Party Return	icon.action117	Teleports its master and their party to the Seed of Annihilation.	skill7002
1	5000	-1	4	1	1538	Reindeer Scratch	BranchSys.icon.br_rudolf_hand_i00	Express affection to Rudolph. Affection Level rises by 25%. Warning: The skill cannot be used while transformed!	skill7002
1	5001	-1	4	6	"1562|1563|1564|1565|1566|1567"	Rosy Seduction	BranchSys2.icon.br_rose_lover_special_i00	"Increases Max HP by 20%, Max MP by 20%, and the moving speed by 20% for 5 minutes. Increases the resistance to de-buffs by 10%. Reuse delay 10 minutes. Consumes 3 Rose Essence during skill use."	skill7002
1	5002	-1	4	6	"1568|1569|1570|1571|1572|1573"	Critical Seduction	BranchSys2.icon.br_rose_lover_special_i00	"Increases party members' Max HP by 30%, Max MP by 30%, Max CP by 30%, physical P. Def. by 30%, magic M. Def. by 30%, moving speed by 20%, and physical P. Atk. by 10%, and decreases MP consumption during skill use by 15% for 20 minutes. Reuse delay 40 minutes. Consumes 10 Rose Essence during skill use."	skill7002
1	5003	-1	4	4	"1563|1566|1569|1572"	Thunder Bolt	icon.action113	Attacks the enemy with the power of lightning.	skill7002
1	5004	-1	4	4	"1563|1566|1569|1572"	Flash	icon.action114	Inflicts a powerful magic attack upon nearby enemies.	skill7002
1	5005	-1	4	4	"1563|1566|1569|1572"	Lightning Wave	icon.action115	Attacks nearby enemies with the power of lightning.	skill7002
1	5006	-1	4	12	"1562|1563|1564|1565|1566|1567|1568|1569|1570|1571|1572|1573"	Buff Control	icon.action113	Controls to prevent a buff upon the master. 5 minute duration	skill7002
1	5007	-1	4	4	"1562|1565|1568|1571"	Piercing Attack	icon.action114	Inflicts a powerful attack that seems to pierce through the target.	skill7002
1	5008	-1	4	4	"1562|1565|1568|1571"	Spin Attack	icon.action115	Attacka all nearby enemies.	skill7002
1	5009	-1	4	4	"1562|1565|1568|1571"	Smash	icon.action116	Attacks the enemies in front by impaling with a sword.	skill7002
1	5010	-1	4	4	"1562|1565|1568|1571"	Ignite	icon.action117	Enhances own abilities.	skill7002
1	5011	-1	4	4	"1564|1567|1570|1573"	Power Smash	icon.action114	Attacks the target powerfully.	skill7002
1	5012	-1	4	4	"1564|1567|1570|1573"	Energy Burst	icon.action115	Fires gathered energy into the enemies before it.	skill7002
1	5013	-1	4	4	"1564|1567|1570|1573"	Shockwave	icon.action116	Fires a shock wave to attack enemies in front.	skill7002
1	5014	-1	4	4	"1564|1567|1570|1573"	Ignite	icon.action117	Amplifies own abilities	skill7002
1	5015	-1	4	12	"1562|1563|1564|1565|1566|1567|1568|1569|1570|1571|1572|1573"	Switch Stance	icon.action105	Switches between attack mode and support mode.	skill7002
